http://scholar.google.com/scholar?hl=en&cites=16315581196462685033&hl=en&scipsc=1&q=-author:%27S%20Suzuki%27+-author:%27A%20Crane%27+-author:%27V%20Anirudhan%27+-author:%27C%20Barill%C3%A0%27+-author:%27N%20Matthias%27+-author:%27S%20Randell%27+-author:%27A%20Rab%27+-author:%27E%20Sorscher%27+-author:%27J%20Kerschner%27+-author:%27S%20Yin%27+-author:%27A%20Harris%27+-author:%27M%20Mendel%27+-author:%27K%20Kim%27+-author:%27L%20Zhang%27+-author:%27A%20Conway%27+-author:%27B%20Davis%27,http://scholar.google.com/scholar?hl=en&cites=16315581196462685033&hl=en
http://scholar.google.com/scholar?hl=en&cites=1935133628938395532&hl=en&scipsc=1&q=-author:%27S%20Leir%27+-author:%27S%20Yin%27+-author:%27J%20Kerschner%27+-author:%27W%20Cosme%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=1935133628938395532&hl=en
http://scholar.google.com/scholar?hl=en&cites=14172164150878675638&hl=en&scipsc=1&q=-author:%27S%20Yin%27+-author:%27G%20Ray%27+-author:%27J%20Kerschner%27+-author:%27S%20Hao%27+-author:%27A%20Perez%27+-author:%27M%20Drumm%27+-author:%27J%20Browne%27+-author:%27S%20Leir%27+-author:%27M%20Longworth%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=14172164150878675638&hl=en
http://scholar.google.com/scholar?hl=en&cites=2610508254920954531&hl=en&scipsc=1&q=-author:%27H%20Swahn%27+-author:%27J%20Ebron%27+-author:%27K%20Lamar%27+-author:%27S%20Yin%27+-author:%27J%20Kerschner%27+-author:%27M%20NandyMazumdar%27+-author:%27C%20Coppola%27+-author:%27E%20Mendenhall%27+-author:%27S%20Leir%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=2610508254920954531&hl=en
http://scholar.google.com/scholar?hl=en&cites=314623938559676226&hl=en&scipsc=1&q=-author:%27J%20Kerschner%27+-author:%27A%20Paranjapye%27+-author:%27S%20Yin%27+-author:%27D%20Skander%27+-author:%27G%20Bebek%27+-author:%27S%20Leir%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=314623938559676226&hl=en
http://scholar.google.com/scholar?hl=en&cites=1566651013957646734&hl=en&scipsc=1&q=-author:%27M%20NandyMazumdar%27+-author:%27S%20Yin%27+-author:%27A%20Paranjapye%27+-author:%27J%20Kerschner%27+-author:%27H%20Swahn%27+-author:%27A%20Ge%27+-author:%27S%20Leir%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=1566651013957646734&hl=en
http://scholar.google.com/scholar?hl=en&cites=7257331042837613367&hl=en&scipsc=1&q=-author:%27J%20Browne%27+-author:%27S%20Leir%27+-author:%27S%20Yin%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=7257331042837613367&hl=en
http://scholar.google.com/scholar?hl=en&cites=14870815335955536765&hl=en&scipsc=1&q=-author:%27M%20NandyMazumdar%27+-author:%27A%20Paranjapye%27+-author:%27J%20Browne%27+-author:%27S%20Yin%27+-author:%27S%20Leir%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=14870815335955536765&hl=en
http://scholar.google.com/scholar?hl=en&cites=15629183454941967333&hl=en&scipsc=1&q=-author:%27S%20Leir%27+-author:%27S%20Yin%27+-author:%27J%20Kerschner%27+-author:%27S%20Xia%27+-author:%27S%20Ahmadi%27+-author:%27C%20Bear%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=15629183454941967333&hl=en
http://scholar.google.com/scholar?hl=en&cites=12474885104190281862&hl=en&scipsc=1&q=-author:%27S%20Yin%27+-author:%27M%20NandyMazumdar%27+-author:%27A%20Paranjapye%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=12474885104190281862&hl=en
http://scholar.google.com/scholar?hl=en&cites=15030189706476661840&hl=en&scipsc=1&q=-author:%27J%20Kerschner%27+-author:%27A%20Paranjapye%27+-author:%27M%20NandyMazumdar%27+-author:%27S%20Yin%27+-author:%27S%20Leir%27+-author:%27A%20Harris%27,http://scholar.google.com/scholar?hl=en&cites=15030189706476661840&hl=en
http://scholar.google.com/scholar?hl=en&cites=8385610456297169180&hl=en&scipsc=1&q=-author:%27R%20Anand%27+-author:%27J%20Layer%27+-author:%27D%20Heja%27+-author:%27T%20Hirose%27+-author:%27G%20Lassiter%27+-author:%27D%20Firl%27+-author:%27V%20Paragas%27+-author:%27A%20Akkad%27+-author:%27S%20Chhangawala%27+-author:%27R%20Colvin%27+-author:%27R%20Ernst%27+-author:%27N%20Esch%27+-author:%27K%20Getchell%27+-author:%27A%20Griffin%27+-author:%27X%20Guo%27+-author:%27K%20Hall%27+-author:%27P%20Hamilton%27+-author:%27L%20Kalekar%27+-author:%27Y%20Kan%27+-author:%27A%20Karadagi%27+-author:%27F%20Li%27+-author:%27S%20Low%27+-author:%27R%20Matheson%27+-author:%27C%20Nehring%27+-author:%27R%20Otsuka%27+-author:%27M%20Pandelakis%27+-author:%27R%20Policastro%27+-author:%27R%20Pols%27+-author:%27L%20Queiroz%27+-author:%27I%20Rosales%27+-author:%27W%20Serkin%27+-author:%27K%20Stiede%27+-author:%27T%20Tomosugi%27+-author:%27Y%20Xue%27+-author:%27G%20Zentner%27+-author:%27D%20Angeles-Albores%27+-author:%27J%20Chao%27+-author:%27J%20Crabtree%27+-author:%27S%20Harken%27+-author:%27N%20Hinkle%27+-author:%27T%20Lemos%27+-author:%27M%20Li%27+-author:%27L%20Pantano%27+-author:%27D%20Stevens%27+-author:%27O%20Subedar%27+-author:%27X%20Tan%27+-author:%27S%20Yin%27+-author:%27I%20Anwar%27+-author:%27D%20Aufhauser%27+-author:%27S%20Capuano%27+-author:%27D%20Kaufman%27+-author:%27S%20Knechtle%27+-author:%27J%20Kwun%27+-author:%27D%20Shanmuganayagam%27+-author:%27J%20Markmann%27+-author:%27G%20Church%27+-author:%27M%20Curtis%27+-author:%27T%20Kawai%27+-author:%27M%20Youd%27+-author:%27W%20Qin%27
